"Date","InCount","BRCWeek","LocationName","Hour","Weekday","NewDate","Month","Year","Day","Day_yr","Month_yr","Week_yr","Hour_yr","week_no","X"
"138","01/01/2011",33,52,"Commercial Street at Sharps",20,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"139","01/01/2011",25,52,"Commercial Street at Sharps",21,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"140","01/01/2011",14,52,"Commercial Street at Sharps",22,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"141","01/01/2011",21,52,"Commercial Street at Sharps",23,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"142","01/01/2011",159,52,"Headrow",0,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"143","01/01/2011",144,52,"Headrow",1,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"144","01/01/2011",116,52,"Headrow",2,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"145","01/01/2011",97,52,"Headrow",3,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"146","01/01/2011",61,52,"Headrow",4,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"147","01/01/2011",31,52,"Headrow",5,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"148","01/01/2011",18,52,"Headrow",6,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"149","01/01/2011",10,52,"Headrow",7,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"150","01/01/2011",28,52,"Headrow",8,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"151","01/01/2011",56,52,"Headrow",9,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"152","01/01/2011",100,52,"Headrow",10,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"153","01/01/2011",169,52,"Headrow",11,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"154","01/01/2011",297,52,"Headrow",12,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"155","01/01/2011",392,52,"Headrow",13,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"156","01/01/2011",523,52,"Headrow",14,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"157","01/01/2011",480,52,"Headrow",15,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"158","01/01/2011",363,52,"Headrow",16,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"159","01/01/2011",174,52,"Headrow",17,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"160","01/01/2011",78,52,"Headrow",18,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"161","01/01/2011",67,52,"Headrow",19,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"162","01/01/2011",70,52,"Headrow",20,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"163","01/01/2011",60,52,"Headrow",21,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"164","01/01/2011",50,52,"Headrow",22,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"165","01/01/2011",28,52,"Headrow",23,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"166","01/01/2011",547,52,"Dortmund Square",0,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"167","01/01/2011",270,52,"Dortmund Square",1,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"168","01/01/2011",284,52,"Dortmund Square",2,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"169","01/01/2011",209,52,"Dortmund Square",3,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"170","01/01/2011",151,52,"Dortmund Square",4,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"171","01/01/2011",76,52,"Dortmund Square",5,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"172","01/01/2011",37,52,"Dortmund Square",6,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"173","01/01/2011",107,52,"Dortmund Square",7,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"174","01/01/2011",23,52,"Dortmund Square",8,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"175","01/01/2011",71,52,"Dortmund Square",9,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"176","01/01/2011",179,52,"Dortmund Square",10,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"177","01/01/2011",275,52,"Dortmund Square",11,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"178","01/01/2011",406,52,"Dortmund Square",12,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"179","01/01/2011",548,52,"Dortmund Square",13,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"180","01/01/2011",682,52,"Dortmund Square",14,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"181","01/01/2011",715,52,"Dortmund Square",15,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"182","01/01/2011",599,52,"Dortmund Square",16,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"183","01/01/2011",396,52,"Dortmund Square",17,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,46522
"184","01/01/2011",139,52,"Dortmund Square",18,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"185","01/01/2011",110,52,"Dortmund Square",19,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"186","01/01/2011",75,52,"Dortmund Square",20,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"187","01/01/2011",58,52,"Dortmund Square",21,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"188","01/01/2011",35,52,"Dortmund Square",22,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"189","01/01/2011",60,52,"Dortmund Square",23,"Saturday","01-Jan-11",1,2011,1,"Saturday/01-Jan-2011","Jan-11","00-2011","00, 01-Jan-2011",1,NA
"190","02/01/2011",140,52,"Briggate",0,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"191","02/01/2011",76,52,"Briggate",1,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"192","02/01/2011",79,52,"Briggate",2,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"193","02/01/2011",58,52,"Briggate",3,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"194","02/01/2011",59,52,"Briggate",4,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"195","02/01/2011",73,52,"Briggate",5,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"196","02/01/2011",74,52,"Briggate",6,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"197","02/01/2011",53,52,"Briggate",7,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"198","02/01/2011",51,52,"Briggate",8,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"199","02/01/2011",125,52,"Briggate",9,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"200","02/01/2011",662,52,"Briggate",10,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"201","02/01/2011",1198,52,"Briggate",11,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"202","02/01/2011",2241,52,"Briggate",12,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"203","02/01/2011",3156,52,"Briggate",13,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"204","02/01/2011",3629,52,"Briggate",14,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"205","02/01/2011",3118,52,"Briggate",15,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"206","02/01/2011",1979,52,"Briggate",16,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"207","02/01/2011",871,52,"Briggate",17,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"208","02/01/2011",366,52,"Briggate",18,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"209","02/01/2011",331,52,"Briggate",19,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"210","02/01/2011",291,52,"Briggate",20,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"211","02/01/2011",195,52,"Briggate",21,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"212","02/01/2011",170,52,"Briggate",22,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"213","02/01/2011",158,52,"Briggate",23,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"214","02/01/2011",57,52,"Briggate at McDonalds",0,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"215","02/01/2011",60,52,"Briggate at McDonalds",1,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"216","02/01/2011",79,52,"Briggate at McDonalds",2,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"217","02/01/2011",150,52,"Briggate at McDonalds",3,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"218","02/01/2011",49,52,"Briggate at McDonalds",4,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"219","02/01/2011",11,52,"Briggate at McDonalds",5,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"220","02/01/2011",8,52,"Briggate at McDonalds",6,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"221","02/01/2011",16,52,"Briggate at McDonalds",7,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"222","02/01/2011",61,52,"Briggate at McDonalds",8,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"223","02/01/2011",156,52,"Briggate at McDonalds",9,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"224","02/01/2011",610,52,"Briggate at McDonalds",10,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"225","02/01/2011",914,52,"Briggate at McDonalds",11,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"226","02/01/2011",1201,52,"Briggate at McDonalds",12,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"227","02/01/2011",1398,52,"Briggate at McDonalds",13,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"228","02/01/2011",1429,52,"Briggate at McDonalds",14,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"229","02/01/2011",1315,52,"Briggate at McDonalds",15,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"230","02/01/2011",516,52,"Briggate at McDonalds",16,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"231","02/01/2011",173,52,"Briggate at McDonalds",17,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"232","02/01/2011",78,52,"Briggate at McDonalds",18,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"233","02/01/2011",29,52,"Briggate at McDonalds",19,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"234","02/01/2011",24,52,"Briggate at McDonalds",20,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"235","02/01/2011",18,52,"Briggate at McDonalds",21,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"236","02/01/2011",14,52,"Briggate at McDonalds",22,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"237","02/01/2011",10,52,"Briggate at McDonalds",23,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"238","02/01/2011",25,52,"Albion Street North",0,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"239","02/01/2011",98,52,"Albion Street North",1,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"240","02/01/2011",19,52,"Albion Street North",2,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"241","02/01/2011",34,52,"Albion Street North",3,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"242","02/01/2011",2,52,"Albion Street North",4,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"243","02/01/2011",7,52,"Albion Street North",5,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"244","02/01/2011",2,52,"Albion Street North",6,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"245","02/01/2011",7,52,"Albion Street North",7,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"246","02/01/2011",44,52,"Albion Street North",8,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"247","02/01/2011",94,52,"Albion Street North",9,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"248","02/01/2011",474,52,"Albion Street North",10,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"249","02/01/2011",1237,52,"Albion Street North",11,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"250","02/01/2011",2069,52,"Albion Street North",12,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"251","02/01/2011",2499,52,"Albion Street North",13,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"252","02/01/2011",2810,52,"Albion Street North",14,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"253","02/01/2011",2294,52,"Albion Street North",15,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"254","02/01/2011",1392,52,"Albion Street North",16,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"255","02/01/2011",414,52,"Albion Street North",17,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"256","02/01/2011",114,52,"Albion Street North",18,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"257","02/01/2011",81,52,"Albion Street North",19,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"258","02/01/2011",50,52,"Albion Street North",20,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"259","02/01/2011",35,52,"Albion Street North",21,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"260","02/01/2011",68,52,"Albion Street North",22,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"261","02/01/2011",45,52,"Albion Street North",23,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"262","02/01/2011",23,52,"Albion Street South",0,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"263","02/01/2011",39,52,"Albion Street South",1,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"264","02/01/2011",21,52,"Albion Street South",2,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"265","02/01/2011",35,52,"Albion Street South",3,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"266","02/01/2011",4,52,"Albion Street South",4,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"267","02/01/2011",7,52,"Albion Street South",5,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"268","02/01/2011",4,52,"Albion Street South",6,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"269","02/01/2011",54,52,"Albion Street South",7,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"270","02/01/2011",25,52,"Albion Street South",8,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"271","02/01/2011",105,52,"Albion Street South",9,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"272","02/01/2011",541,52,"Albion Street South",10,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"273","02/01/2011",1387,52,"Albion Street South",11,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"274","02/01/2011",2435,52,"Albion Street South",12,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"275","02/01/2011",2743,52,"Albion Street South",13,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"276","02/01/2011",3326,52,"Albion Street South",14,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"277","02/01/2011",2752,52,"Albion Street South",15,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"278","02/01/2011",1796,52,"Albion Street South",16,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"279","02/01/2011",602,52,"Albion Street South",17,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"280","02/01/2011",189,52,"Albion Street South",18,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"281","02/01/2011",157,52,"Albion Street South",19,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
"282","02/01/2011",116,52,"Albion Street South",20,"Sunday","02-Jan-11",1,2011,2,"Sunday/02-Jan-2011","Jan-11","00-2011","00, 02-Jan-2011",1,NA
